distance,pair,value
1,5_6,510.25
2,6_8,662
3,3_6,523.8
4,5_9,648.6
5,2_7,464.4
6,2_8,470.2
7,1_8,505.8
8,1_9,463.6
1,1_2,490.8
2,7_9,659.8
3,1_4,481.2
4,4_8,570.8
5,1_6,473
6,3_9,670.8
7,1_8,505.8
8,1_9,463.6
1,6_7,692.6
2,5_7,585
3,5_8,552.2
4,3_7,513.2
5,1_6,473
6,2_8,470.2
7,1_8,505.8
8,1_9,463.6
1,5_6,510.25
2,3_5,550
3,2_5,588.6
4,2_6,543.6
5,4_9,576.4
6,2_8,470.2
7,1_8,505.8
8,1_9,463.6
1,7_8,764.6
2,5_7,585
3,6_9,626.2
4,5_9,648.6
5,1_6,473
6,3_9,670.8
7,1_8,505.8
8,1_9,463.6
1,4_5,563.2
2,1_3,577.6
3,3_6,523.8
4,5_9,648.6
5,2_7,464.4
6,1_7,480.4
7,2_9,481.2
8,1_9,463.6
1,7_8,764.6
2,7_9,659.8
3,4_7,567.6
4,1_5,520.4
5,3_8,484
6,2_8,470.2
7,2_9,481.2
8,1_9,463.6
1,3_4,493.8
2,2_4,455.6
3,6_9,626.2
4,3_7,513.2
5,1_6,473
6,2_8,470.2
7,1_8,505.8
8,1_9,463.6
1,3_4,493.8
2,3_5,550
3,6_9,626.2
4,1_5,520.4
5,4_9,576.4
6,2_8,470.2
7,2_9,481.2
8,1_9,463.6
1,7_8,764.6
2,1_3,577.6
3,1_4,481.2
4,5_9,648.6
5,4_9,576.4
6,1_7,480.4
7,1_8,505.8
8,1_9,463.6
1,1_2,490.8
2,6_8,662
3,6_9,626.2
4,3_7,513.2
5,2_7,464.4
6,2_8,470.2
7,2_9,481.2
8,1_9,463.6
1,7_8,764.6
2,5_7,585
3,3_6,523.8
4,2_6,543.6
5,1_6,473
6,2_8,470.2
7,2_9,481.2
8,1_9,463.6
1,5_6,510.25
2,5_7,585
3,1_4,481.2
4,2_6,543.6
5,4_9,576.4
6,1_7,480.4
7,1_8,505.8
8,1_9,463.6
1,3_4,493.8
2,7_9,659.8
3,4_7,567.6
4,5_9,648.6
5,2_7,464.4
6,2_8,470.2
7,2_9,481.2
8,1_9,463.6
1,3_4,493.8
2,7_9,659.8
3,2_5,588.6
4,3_7,513.2
5,1_6,473
6,1_7,480.4
7,2_9,481.2
8,1_9,463.6
1,8_9,624.8
2,3_5,550
3,3_6,523.8
4,2_6,543.6
5,3_8,484
6,1_7,480.4
7,1_8,505.8
8,1_9,463.6
1,3_4,493.8
2,7_9,659.8
3,6_9,626.2
4,4_8,570.8
5,4_9,576.4
6,2_8,470.2
7,2_9,481.2
8,1_9,463.6
1,1_2,490.8
2,7_9,659.8
3,3_6,523.8
4,1_5,520.4
5,1_6,473
6,2_8,470.2
7,1_8,505.8
8,1_9,463.6
1,4_5,563.2
2,3_5,550
3,2_5,588.6
4,3_7,513.2
5,3_8,484
6,1_7,480.4
7,1_8,505.8
8,1_9,463.6
1,7_8,764.6
2,5_7,585
3,6_9,626.2
4,5_9,648.6
5,1_6,473
6,3_9,670.8
7,2_9,481.2
8,1_9,463.6
1,5_6,510.25
2,1_3,577.6
3,3_6,523.8
4,4_8,570.8
5,3_8,484
6,1_7,480.4
7,2_9,481.2
8,1_9,463.6
1,4_5,563.2
2,5_7,585
3,5_8,552.2
4,2_6,543.6
5,2_7,464.4
6,3_9,670.8
7,1_8,505.8
8,1_9,463.6
1,4_5,563.2
2,1_3,577.6
3,1_4,481.2
4,4_8,570.8
5,1_6,473
6,2_8,470.2
7,2_9,481.2
8,1_9,463.6
1,7_8,764.6
2,3_5,550
3,1_4,481.2
4,3_7,513.2
5,3_8,484
6,1_7,480.4
7,1_8,505.8
8,1_9,463.6
1,4_5,563.2
2,3_5,550
3,3_6,523.8
4,2_6,543.6
5,2_7,464.4
6,2_8,470.2
7,1_8,505.8
8,1_9,463.6
1,4_5,563.2
2,3_5,550
3,5_8,552.2
4,4_8,570.8
5,4_9,576.4
6,1_7,480.4
7,2_9,481.2
8,1_9,463.6
1,5_6,510.25
2,2_4,455.6
3,3_6,523.8
4,4_8,570.8
5,2_7,464.4
6,3_9,670.8
7,1_8,505.8
8,1_9,463.6
1,8_9,624.8
2,7_9,659.8
3,1_4,481.2
4,1_5,520.4
5,4_9,576.4
6,2_8,470.2
7,2_9,481.2
8,1_9,463.6
1,8_9,624.8
2,2_4,455.6
3,3_6,523.8
4,4_8,570.8
5,2_7,464.4
6,2_8,470.2
7,2_9,481.2
8,1_9,463.6
1,2_3,530.8
2,3_5,550
3,3_6,523.8
4,3_7,513.2
5,2_7,464.4
6,2_8,470.2
7,2_9,481.2
8,1_9,463.6
1,6_7,692.6
2,3_5,550
3,6_9,626.2
4,4_8,570.8
5,1_6,473
6,3_9,670.8
7,2_9,481.2
8,1_9,463.6
1,4_5,563.2
2,7_9,659.8
3,4_7,567.6
4,4_8,570.8
5,3_8,484
6,2_8,470.2
7,2_9,481.2
8,1_9,463.6
1,5_6,510.25
2,4_6,625.4
3,5_8,552.2
4,2_6,543.6
5,1_6,473
6,2_8,470.2
7,2_9,481.2
8,1_9,463.6
1,3_4,493.8
2,1_3,577.6
3,1_4,481.2
4,1_5,520.4
5,3_8,484
6,2_8,470.2
7,2_9,481.2
8,1_9,463.6
1,7_8,764.6
2,6_8,662
3,4_7,567.6
4,5_9,648.6
5,1_6,473
6,3_9,670.8
7,1_8,505.8
8,1_9,463.6
1,1_2,490.8
2,2_4,455.6
3,2_5,588.6
4,4_8,570.8
5,4_9,576.4
6,1_7,480.4
7,1_8,505.8
8,1_9,463.6
1,7_8,764.6
2,5_7,585
3,5_8,552.2
4,1_5,520.4
5,4_9,576.4
6,1_7,480.4
7,1_8,505.8
8,1_9,463.6
1,6_7,692.6
2,2_4,455.6
3,2_5,588.6
4,4_8,570.8
5,2_7,464.4
6,3_9,670.8
7,2_9,481.2
8,1_9,463.6
1,4_5,563.2
2,7_9,659.8
3,6_9,626.2
4,5_9,648.6
5,2_7,464.4
6,3_9,670.8
7,2_9,481.2
8,1_9,463.6
1,4_5,563.2
2,7_9,659.8
3,2_5,588.6
4,2_6,543.6
5,1_6,473
6,2_8,470.2
7,2_9,481.2
8,1_9,463.6
1,3_4,493.8
2,1_3,577.6
3,4_7,567.6
4,2_6,543.6
5,1_6,473
6,2_8,470.2
7,1_8,505.8
8,1_9,463.6
1,1_2,490.8
2,2_4,455.6
3,3_6,523.8
4,3_7,513.2
