distance,pair,value
1,3_4,579
2,2_4,607.6
3,6_9,711.8
4,1_5,522
5,1_6,581.4
6,2_8,611
7,1_8,582
8,1_9,572
1,1_2,739.8
2,4_6,761.4
3,2_5,704.4
4,1_5,522
5,3_8,671.75
6,2_8,611
7,1_8,582
8,1_9,572
1,7_8,754.4
2,2_4,607.6
3,1_4,573.2
4,5_9,837.25
5,1_6,581.4
6,3_9,553.25
7,2_9,569
8,1_9,572
1,6_7,706.25
2,1_3,562.2
3,4_7,747.4
4,2_6,622.2
5,3_8,671.75
6,3_9,553.25
7,2_9,569
8,1_9,572
1,1_2,739.8
2,2_4,607.6
3,4_7,747.4
4,1_5,522
5,2_7,519.2
6,2_8,611
7,2_9,569
8,1_9,572
1,2_3,623.2
2,4_6,761.4
3,3_6,623
4,4_8,706
5,3_8,671.75
6,3_9,553.25
7,2_9,569
8,1_9,572
1,6_7,706.25
2,6_8,868
3,5_8,799.2
4,5_9,837.25
5,4_9,695.4
6,1_7,569.2
7,1_8,582
8,1_9,572
1,4_5,630.8
2,3_5,556.8
3,5_8,799.2
4,1_5,522
5,3_8,671.75
6,2_8,611
7,1_8,582
8,1_9,572
1,6_7,706.25
2,5_7,761.6
3,3_6,623
4,3_7,674.2
5,3_8,671.75
6,2_8,611
7,2_9,569
8,1_9,572
1,5_6,684
2,7_9,748.2
3,2_5,704.4
4,5_9,837.25
5,4_9,695.4
6,2_8,611
7,1_8,582
8,1_9,572
1,7_8,754.4
2,4_6,761.4
3,3_6,623
4,2_6,622.2
5,3_8,671.75
6,2_8,611
7,1_8,582
8,1_9,572
1,1_2,739.8
2,3_5,556.8
3,4_7,747.4
4,2_6,622.2
5,1_6,581.4
6,2_8,611
7,2_9,569
8,1_9,572
1,8_9,763.25
2,3_5,556.8
3,2_5,704.4
4,5_9,837.25
5,2_7,519.2
6,3_9,553.25
7,2_9,569
8,1_9,572
1,6_7,706.25
2,6_8,868
3,6_9,711.8
4,5_9,837.25
5,1_6,581.4
6,3_9,553.25
7,1_8,582
8,1_9,572
1,2_3,623.2
2,5_7,761.6
3,5_8,799.2
4,5_9,837.25
5,2_7,519.2
6,2_8,611
7,2_9,569
8,1_9,572
1,6_7,706.25
2,5_7,761.6
3,6_9,711.8
4,3_7,674.2
5,1_6,581.4
6,3_9,553.25
7,2_9,569
8,1_9,572
1,6_7,706.25
2,7_9,748.2
3,5_8,799.2
4,1_5,522
5,2_7,519.2
6,1_7,569.2
7,2_9,569
8,1_9,572
1,2_3,623.2
2,1_3,562.2
3,4_7,747.4
4,5_9,837.25
5,1_6,581.4
6,2_8,611
7,1_8,582
8,1_9,572
1,2_3,623.2
2,4_6,761.4
3,2_5,704.4
4,4_8,706
5,4_9,695.4
6,1_7,569.2
7,1_8,582
8,1_9,572
1,6_7,706.25
2,6_8,868
3,3_6,623
4,1_5,522
5,3_8,671.75
6,2_8,611
7,1_8,582
8,1_9,572
1,4_5,630.8
2,3_5,556.8
3,3_6,623
4,3_7,674.2
5,4_9,695.4
6,3_9,553.25
7,2_9,569
8,1_9,572
1,4_5,630.8
2,6_8,868
3,1_4,573.2
4,2_6,622.2
5,3_8,671.75
6,2_8,611
7,1_8,582
8,1_9,572
1,1_2,739.8
2,4_6,761.4
3,4_7,747.4
4,3_7,674.2
5,3_8,671.75
6,2_8,611
7,1_8,582
8,1_9,572
1,3_4,579
2,5_7,761.6
3,4_7,747.4
4,4_8,706
5,1_6,581.4
6,3_9,553.25
7,2_9,569
8,1_9,572
1,1_2,739.8
2,3_5,556.8
3,1_4,573.2
4,2_6,622.2
5,3_8,671.75
6,1_7,569.2
7,2_9,569
8,1_9,572
1,7_8,754.4
2,7_9,748.2
3,3_6,623
4,1_5,522
5,2_7,519.2
6,3_9,553.25
7,2_9,569
8,1_9,572
1,5_6,684
2,3_5,556.8
3,4_7,747.4
4,2_6,622.2
5,2_7,519.2
6,3_9,553.25
7,1_8,582
8,1_9,572
1,6_7,706.25
2,6_8,868
3,3_6,623
4,5_9,837.25
5,1_6,581.4
6,2_8,611
7,2_9,569
8,1_9,572
1,2_3,623.2
2,6_8,868
3,4_7,747.4
4,5_9,837.25
5,2_7,519.2
6,1_7,569.2
7,2_9,569
8,1_9,572
1,8_9,763.25
2,7_9,748.2
3,4_7,747.4
4,3_7,674.2
5,1_6,581.4
6,1_7,569.2
7,1_8,582
8,1_9,572
1,8_9,763.25
2,1_3,562.2
3,5_8,799.2
4,1_5,522
5,1_6,581.4
6,1_7,569.2
7,1_8,582
8,1_9,572
1,1_2,739.8
2,1_3,562.2
3,4_7,747.4
4,2_6,622.2
5,4_9,695.4
6,1_7,569.2
7,2_9,569
8,1_9,572
1,8_9,763.25
2,3_5,556.8
3,2_5,704.4
4,5_9,837.25
5,1_6,581.4
6,3_9,553.25
7,2_9,569
8,1_9,572
1,7_8,754.4
2,5_7,761.6
3,6_9,711.8
4,5_9,837.25
5,4_9,695.4
6,1_7,569.2
7,2_9,569
8,1_9,572
1,1_2,739.8
2,1_3,562.2
3,3_6,623
4,3_7,674.2
5,3_8,671.75
6,1_7,569.2
7,2_9,569
8,1_9,572
1,2_3,623.2
2,1_3,562.2
3,6_9,711.8
4,2_6,622.2
5,2_7,519.2
6,1_7,569.2
7,1_8,582
8,1_9,572
1,2_3,623.2
2,3_5,556.8
3,2_5,704.4
4,3_7,674.2
5,4_9,695.4
6,3_9,553.25
7,1_8,582
8,1_9,572
1,3_4,579
2,5_7,761.6
3,3_6,623
4,2_6,622.2
5,1_6,581.4
6,2_8,611
7,2_9,569
8,1_9,572
1,1_2,739.8
2,2_4,607.6
3,1_4,573.2
4,4_8,706
5,3_8,671.75
6,1_7,569.2
