distance,pair,value
1,8_9,658.667
2,6_8,614
3,3_6,484.2
4,1_5,405.8
5,2_7,514.4
6,3_9,483
7,1_8,414.6
8,1_9,481
1,2_3,619.6
2,3_5,478.6
3,4_7,572.2
4,4_8,501.8
5,4_9,568.8
6,1_7,424.8
7,1_8,414.6
8,1_9,481
1,3_4,555
2,5_7,693.5
3,4_7,572.2
4,4_8,501.8
5,2_7,514.4
6,2_8,439.4
7,1_8,414.6
8,1_9,481
1,2_3,619.6
2,4_6,550.8
3,3_6,484.2
4,3_7,536.25
5,4_9,568.8
6,3_9,483
7,1_8,414.6
8,1_9,481
1,3_4,555
2,2_4,528.4
3,6_9,716
4,1_5,405.8
5,2_7,514.4
6,2_8,439.4
7,2_9,477.6
8,1_9,481
1,7_8,624.8
2,7_9,786.667
3,6_9,716
4,3_7,536.25
5,1_6,542
6,1_7,424.8
7,2_9,477.6
8,1_9,481
1,7_8,624.8
2,1_3,532.2
3,4_7,572.2
4,3_7,536.25
5,4_9,568.8
6,1_7,424.8
7,1_8,414.6
8,1_9,481
1,7_8,624.8
2,1_3,532.2
3,6_9,716
4,4_8,501.8
5,3_8,494.6
6,2_8,439.4
7,2_9,477.6
8,1_9,481
1,7_8,624.8
2,5_7,693.5
3,2_5,464.8
4,4_8,501.8
5,2_7,514.4
6,3_9,483
7,1_8,414.6
8,1_9,481
1,5_6,543.25
2,2_4,528.4
3,5_8,576.2
4,2_6,448.8
5,3_8,494.6
6,3_9,483
7,2_9,477.6
8,1_9,481
1,8_9,658.667
2,2_4,528.4
3,6_9,716
4,2_6,448.8
5,4_9,568.8
6,3_9,483
7,2_9,477.6
8,1_9,481
1,7_8,624.8
2,5_7,693.5
3,4_7,572.2
4,2_6,448.8
5,2_7,514.4
6,2_8,439.4
7,2_9,477.6
8,1_9,481
1,3_4,555
2,7_9,786.667
3,5_8,576.2
4,4_8,501.8
5,1_6,542
6,3_9,483
7,1_8,414.6
8,1_9,481
1,4_5,598
2,6_8,614
3,1_4,409.2
4,4_8,501.8
5,3_8,494.6
6,1_7,424.8
7,1_8,414.6
8,1_9,481
1,4_5,598
2,6_8,614
3,6_9,716
4,1_5,405.8
5,3_8,494.6
6,1_7,424.8
7,2_9,477.6
8,1_9,481
1,6_7,688.6
2,3_5,478.6
3,2_5,464.8
4,1_5,405.8
5,3_8,494.6
6,3_9,483
7,1_8,414.6
8,1_9,481
1,1_2,458.8
2,1_3,532.2
3,5_8,576.2
4,2_6,448.8
5,2_7,514.4
6,3_9,483
7,1_8,414.6
8,1_9,481
1,7_8,624.8
2,5_7,693.5
3,3_6,484.2
4,3_7,536.25
5,3_8,494.6
6,2_8,439.4
7,2_9,477.6
8,1_9,481
1,1_2,458.8
2,5_7,693.5
3,6_9,716
4,1_5,405.8
5,1_6,542
6,2_8,439.4
7,2_9,477.6
8,1_9,481
1,2_3,619.6
2,1_3,532.2
3,3_6,484.2
4,4_8,501.8
5,1_6,542
6,1_7,424.8
7,2_9,477.6
8,1_9,481
1,3_4,555
2,5_7,693.5
3,4_7,572.2
4,3_7,536.25
5,3_8,494.6
6,1_7,424.8
7,2_9,477.6
8,1_9,481
1,5_6,543.25
2,3_5,478.6
3,3_6,484.2
4,5_9,619.25
5,2_7,514.4
6,2_8,439.4
7,1_8,414.6
8,1_9,481
1,5_6,543.25
2,1_3,532.2
3,1_4,409.2
4,2_6,448.8
5,4_9,568.8
6,2_8,439.4
7,2_9,477.6
8,1_9,481
1,6_7,688.6
2,6_8,614
3,6_9,716
4,5_9,619.25
5,1_6,542
6,1_7,424.8
7,1_8,414.6
8,1_9,481
1,2_3,619.6
2,5_7,693.5
3,4_7,572.2
4,4_8,501.8
5,2_7,514.4
6,3_9,483
7,1_8,414.6
8,1_9,481
1,1_2,458.8
2,5_7,693.5
3,6_9,716
4,1_5,405.8
5,4_9,568.8
6,1_7,424.8
7,2_9,477.6
8,1_9,481
1,6_7,688.6
2,2_4,528.4
3,4_7,572.2
4,3_7,536.25
5,2_7,514.4
6,2_8,439.4
7,2_9,477.6
8,1_9,481
1,4_5,598
2,7_9,786.667
3,3_6,484.2
4,1_5,405.8
5,3_8,494.6
6,2_8,439.4
7,2_9,477.6
8,1_9,481
1,2_3,619.6
2,4_6,550.8
3,1_4,409.2
4,5_9,619.25
5,2_7,514.4
6,2_8,439.4
7,2_9,477.6
8,1_9,481
1,7_8,624.8
2,3_5,478.6
3,1_4,409.2
4,4_8,501.8
5,1_6,542
6,1_7,424.8
7,1_8,414.6
8,1_9,481
1,8_9,658.667
2,1_3,532.2
3,2_5,464.8
4,2_6,448.8
5,2_7,514.4
6,1_7,424.8
7,1_8,414.6
8,1_9,481
1,6_7,688.6
2,6_8,614
3,6_9,716
4,3_7,536.25
5,4_9,568.8
6,2_8,439.4
7,1_8,414.6
8,1_9,481
1,1_2,458.8
2,7_9,786.667
3,6_9,716
4,2_6,448.8
5,4_9,568.8
6,2_8,439.4
7,2_9,477.6
8,1_9,481
1,2_3,619.6
2,2_4,528.4
3,5_8,576.2
4,5_9,619.25
5,3_8,494.6
6,3_9,483
7,2_9,477.6
8,1_9,481
1,8_9,658.667
2,4_6,550.8
