distance,pair,value
1,2_3,666
2,7_9,686.4
3,1_4,563.6
4,1_5,569.6
5,3_8,617.8
6,3_9,628.2
7,1_8,588.2
8,1_9,627.8
1,7_8,845.2
2,3_5,679.4
3,3_6,687.4
4,4_8,771.4
5,1_6,540.8
6,1_7,587.6
7,2_9,570.2
8,1_9,627.8
1,7_8,845.2
2,1_3,543.8
3,3_6,687.4
4,1_5,569.6
5,3_8,617.8
6,3_9,628.2
7,2_9,570.2
8,1_9,627.8
1,8_9,911.25
2,2_4,576.8
3,4_7,641
4,1_5,569.6
5,1_6,540.8
6,2_8,579.6
7,2_9,570.2
8,1_9,627.8
1,6_7,784.2
2,7_9,686.4
3,5_8,790.4
4,2_6,602.6
5,4_9,690.25
6,3_9,628.2
7,1_8,588.2
8,1_9,627.8
1,2_3,666
2,7_9,686.4
3,1_4,563.6
4,4_8,771.4
5,2_7,657
6,3_9,628.2
7,2_9,570.2
8,1_9,627.8
1,7_8,845.2
2,6_8,705.75
3,4_7,641
4,5_9,737.4
5,3_8,617.8
6,1_7,587.6
7,1_8,588.2
8,1_9,627.8
1,6_7,784.2
2,3_5,679.4
3,1_4,563.6
4,4_8,771.4
5,4_9,690.25
6,2_8,579.6
7,2_9,570.2
8,1_9,627.8
1,3_4,818.6
2,2_4,576.8
3,4_7,641
4,4_8,771.4
5,1_6,540.8
6,3_9,628.2
7,2_9,570.2
8,1_9,627.8
1,4_5,595.6
2,1_3,543.8
3,4_7,641
4,5_9,737.4
5,3_8,617.8
6,3_9,628.2
7,2_9,570.2
8,1_9,627.8
1,4_5,595.6
2,7_9,686.4
3,1_4,563.6
4,1_5,569.6
5,1_6,540.8
6,1_7,587.6
7,2_9,570.2
8,1_9,627.8
1,3_4,818.6
2,6_8,705.75
3,1_4,563.6
4,2_6,602.6
5,3_8,617.8
6,2_8,579.6
7,2_9,570.2
8,1_9,627.8
1,5_6,723.4
2,5_7,706
3,2_5,576.2
4,3_7,649.8
5,3_8,617.8
6,2_8,579.6
7,2_9,570.2
8,1_9,627.8
1,8_9,911.25
2,1_3,543.8
3,1_4,563.6
4,4_8,771.4
5,4_9,690.25
6,1_7,587.6
7,2_9,570.2
8,1_9,627.8
1,2_3,666
2,5_7,706
3,5_8,790.4
4,3_7,649.8
5,3_8,617.8
6,2_8,579.6
7,2_9,570.2
8,1_9,627.8
1,2_3,666
2,2_4,576.8
3,5_8,790.4
4,3_7,649.8
5,2_7,657
6,2_8,579.6
7,1_8,588.2
8,1_9,627.8
1,6_7,784.2
2,4_6,589.8
3,2_5,576.2
4,1_5,569.6
5,3_8,617.8
6,2_8,579.6
7,2_9,570.2
8,1_9,627.8
1,7_8,845.2
2,7_9,686.4
3,6_9,788.8
4,5_9,737.4
5,2_7,657
6,1_7,587.6
7,2_9,570.2
8,1_9,627.8
1,2_3,666
2,3_5,679.4
3,6_9,788.8
4,1_5,569.6
5,1_6,540.8
6,1_7,587.6
7,2_9,570.2
8,1_9,627.8
1,6_7,784.2
2,6_8,705.75
3,3_6,687.4
4,3_7,649.8
5,2_7,657
6,3_9,628.2
7,1_8,588.2
8,1_9,627.8
1,2_3,666
2,1_3,543.8
3,5_8,790.4
4,3_7,649.8
5,3_8,617.8
6,1_7,587.6
7,2_9,570.2
8,1_9,627.8
1,3_4,818.6
2,2_4,576.8
3,4_7,641
4,2_6,602.6
5,4_9,690.25
6,3_9,628.2
7,1_8,588.2
8,1_9,627.8
1,7_8,845.2
2,3_5,679.4
3,3_6,687.4
4,3_7,649.8
5,1_6,540.8
6,1_7,587.6
7,1_8,588.2
8,1_9,627.8
1,8_9,911.25
2,5_7,706
3,6_9,788.8
4,3_7,649.8
5,1_6,540.8
6,3_9,628.2
7,1_8,588.2
8,1_9,627.8
1,8_9,911.25
2,7_9,686.4
3,3_6,687.4
4,3_7,649.8
5,1_6,540.8
6,1_7,587.6
7,1_8,588.2
8,1_9,627.8
1,6_7,784.2
2,2_4,576.8
3,2_5,576.2
4,5_9,737.4
5,3_8,617.8
6,2_8,579.6
7,2_9,570.2
8,1_9,627.8
1,7_8,845.2
2,6_8,705.75
3,2_5,576.2
4,1_5,569.6
5,4_9,690.25
6,2_8,579.6
7,1_8,588.2
8,1_9,627.8
1,4_5,595.6
2,1_3,543.8
3,1_4,563.6
4,3_7,649.8
