distance,pair,value
1,4_5,542.2
2,6_8,571.4
3,1_4,450.2
4,3_7,485
5,3_8,485.8
6,1_7,455
7,1_8,456.2
8,1_9,442.8
1,4_5,542.2
2,1_3,494.6
3,2_5,481.6
4,1_5,508.4
5,1_6,429.8
6,3_9,484
7,2_9,488.6
8,1_9,442.8
1,4_5,542.2
2,1_3,494.6
3,3_6,469.2
4,1_5,508.4
5,1_6,429.8
6,1_7,455
7,1_8,456.2
8,1_9,442.8
1,8_9,755.2
2,5_7,535
3,3_6,469.2
4,2_6,442.8
5,3_8,485.8
6,3_9,484
7,2_9,488.6
8,1_9,442.8
1,1_2,582.8
2,5_7,535
3,5_8,543.4
4,4_8,492.2
5,2_7,533.2
6,2_8,521
7,1_8,456.2
8,1_9,442.8
1,7_8,703
2,4_6,489.2
3,4_7,565.4
4,5_9,523.4
5,1_6,429.8
6,3_9,484
7,2_9,488.6
8,1_9,442.8
1,4_5,542.2
2,4_6,489.2
3,3_6,469.2
4,1_5,508.4
5,3_8,485.8
6,1_7,455
7,2_9,488.6
8,1_9,442.8
1,4_5,542.2
2,1_3,494.6
3,4_7,565.4
4,1_5,508.4
5,2_7,533.2
6,1_7,455
7,1_8,456.2
8,1_9,442.8
1,7_8,703
2,2_4,481
3,2_5,481.6
4,1_5,508.4
5,2_7,533.2
6,3_9,484
7,2_9,488.6
8,1_9,442.8
1,4_5,542.2
2,6_8,571.4
3,5_8,543.4
4,5_9,523.4
5,1_6,429.8
6,3_9,484
7,1_8,456.2
8,1_9,442.8
1,8_9,755.2
2,3_5,488.6
3,1_4,450.2
4,5_9,523.4
5,4_9,461
6,1_7,455
7,2_9,488.6
8,1_9,442.8
1,2_3,600.2
2,6_8,571.4
3,4_7,565.4
4,2_6,442.8
5,3_8,485.8
6,1_7,455
7,1_8,456.2
8,1_9,442.8
1,3_4,662
2,2_4,481
3,3_6,469.2
4,4_8,492.2
5,1_6,429.8
6,1_7,455
7,2_9,488.6
8,1_9,442.8
1,4_5,542.2
2,7_9,597.6
3,3_6,469.2
4,2_6,442.8
5,3_8,485.8
6,3_9,484
7,1_8,456.2
8,1_9,442.8
1,5_6,596
2,1_3,494.6
3,4_7,565.4
4,5_9,523.4
5,4_9,461
6,2_8,521
7,1_8,456.2
8,1_9,442.8
1,2_3,600.2
2,2_4,481
3,6_9,551.8
4,2_6,442.8
5,4_9,461
6,2_8,521
7,2_9,488.6
8,1_9,442.8
1,1_2,582.8
2,6_8,571.4
3,3_6,469.2
4,1_5,508.4
5,1_6,429.8
6,3_9,484
7,2_9,488.6
8,1_9,442.8
1,1_2,582.8
2,1_3,494.6
3,1_4,450.2
4,3_7,485
5,4_9,461
6,1_7,455
7,1_8,456.2
8,1_9,442.8
1,1_2,582.8
2,7_9,597.6
3,2_5,481.6
4,3_7,485
5,4_9,461
6,2_8,521
7,2_9,488.6
8,1_9,442.8
1,1_2,582.8
2,5_7,535
3,6_9,551.8
4,3_7,485
5,2_7,533.2
6,1_7,455
7,1_8,456.2
8,1_9,442.8
1,6_7,553.25
2,5_7,535
3,1_4,450.2
4,5_9,523.4
5,3_8,485.8
6,3_9,484
7,1_8,456.2
8,1_9,442.8
1,6_7,553.25
2,5_7,535
3,2_5,481.6
4,4_8,492.2
5,1_6,429.8
6,2_8,521
7,1_8,456.2
8,1_9,442.8
1,2_3,600.2
2,4_6,489.2
3,6_9,551.8
4,3_7,485
5,1_6,429.8
6,1_7,455
7,1_8,456.2
8,1_9,442.8
1,6_7,553.25
2,5_7,535
3,1_4,450.2
4,1_5,508.4
5,4_9,461
6,2_8,521
7,2_9,488.6
8,1_9,442.8
1,4_5,542.2
2,4_6,489.2
3,4_7,565.4
4,5_9,523.4
5,3_8,485.8
6,2_8,521
7,1_8,456.2
8,1_9,442.8
1,6_7,553.25
2,3_5,488.6
3,3_6,469.2
4,3_7,485
5,2_7,533.2
6,2_8,521
7,1_8,456.2
8,1_9,442.8
1,4_5,542.2
2,3_5,488.6
3,2_5,481.6
4,3_7,485
5,4_9,461
6,1_7,455
7,1_8,456.2
8,1_9,442.8
1,3_4,662
2,1_3,494.6
3,1_4,450.2
4,2_6,442.8
5,4_9,461
6,2_8,521
7,1_8,456.2
8,1_9,442.8
1,8_9,755.2
2,3_5,488.6
3,5_8,543.4
4,2_6,442.8
5,3_8,485.8
6,1_7,455
7,1_8,456.2
8,1_9,442.8
1,8_9,755.2
2,1_3,494.6
3,4_7,565.4
4,3_7,485
5,1_6,429.8
6,1_7,455
7,2_9,488.6
8,1_9,442.8
1,1_2,582.8
2,6_8,571.4
3,2_5,481.6
4,3_7,485
5,2_7,533.2
6,2_8,521
7,1_8,456.2
8,1_9,442.8
1,6_7,553.25
2,7_9,597.6
3,6_9,551.8
4,2_6,442.8
5,1_6,429.8
6,3_9,484
7,1_8,456.2
8,1_9,442.8
1,7_8,703
2,1_3,494.6
3,2_5,481.6
4,4_8,492.2
5,2_7,533.2
6,3_9,484
7,2_9,488.6
8,1_9,442.8
1,2_3,600.2
2,1_3,494.6
3,3_6,469.2
4,1_5,508.4
5,1_6,429.8
6,3_9,484
7,1_8,456.2
8,1_9,442.8
1,4_5,542.2
2,4_6,489.2
3,4_7,565.4
4,1_5,508.4
5,2_7,533.2
6,2_8,521
7,2_9,488.6
8,1_9,442.8
1,4_5,542.2
2,3_5,488.6
3,5_8,543.4
4,1_5,508.4
5,2_7,533.2
6,2_8,521
7,2_9,488.6
8,1_9,442.8
1,5_6,596
2,5_7,535
3,1_4,450.2
4,4_8,492.2
5,3_8,485.8
6,2_8,521
7,2_9,488.6
8,1_9,442.8
1,5_6,596
2,7_9,597.6
3,2_5,481.6
4,2_6,442.8
5,2_7,533.2
6,2_8,521
7,1_8,456.2
8,1_9,442.8
1,8_9,755.2
2,4_6,489.2
3,3_6,469.2
4,3_7,485
5,2_7,533.2
6,1_7,455
7,1_8,456.2
8,1_9,442.8
1,3_4,662
2,7_9,597.6
3,1_4,450.2
4,3_7,485
5,1_6,429.8
6,2_8,521
7,1_8,456.2
8,1_9,442.8
1,4_5,542.2
2,4_6,489.2
3,5_8,543.4
4,5_9,523.4
5,1_6,429.8
6,3_9,484
7,1_8,456.2
8,1_9,442.8
1,6_7,553.25
2,2_4,481
3,3_6,469.2
4,1_5,508.4
5,2_7,533.2
6,1_7,455
7,1_8,456.2
8,1_9,442.8
1,7_8,703
2,1_3,494.6
3,1_4,450.2
4,1_5,508.4
5,4_9,461
6,3_9,484
7,2_9,488.6
8,1_9,442.8
1,1_2,582.8
2,4_6,489.2
3,2_5,481.6
4,3_7,485
5,1_6,429.8
6,2_8,521
7,2_9,488.6
8,1_9,442.8
1,2_3,600.2
2,5_7,535
3,4_7,565.4
4,2_6,442.8
5,2_7,533.2
6,3_9,484
7,2_9,488.6
8,1_9,442.8
1,5_6,596
2,3_5,488.6
3,3_6,469.2
4,3_7,485
5,4_9,461
6,3_9,484
7,1_8,456.2
8,1_9,442.8
1,6_7,553.25
2,3_5,488.6
3,6_9,551.8
4,2_6,442.8
5,4_9,461
6,3_9,484
7,2_9,488.6
8,1_9,442.8
1,8_9,755.2
2,5_7,535
3,2_5,481.6
4,1_5,508.4
5,1_6,429.8
6,2_8,521
7,1_8,456.2
8,1_9,442.8
1,1_2,582.8
2,2_4,481
3,2_5,481.6
4,5_9,523.4
5,1_6,429.8
6,1_7,455
7,2_9,488.6
8,1_9,442.8
1,2_3,600.2
2,1_3,494.6
3,1_4,450.2
4,5_9,523.4
5,4_9,461
6,3_9,484
7,2_9,488.6
8,1_9,442.8
1,8_9,755.2
2,4_6,489.2
3,1_4,450.2
4,5_9,523.4
5,4_9,461
6,1_7,455
7,1_8,456.2
8,1_9,442.8
1,5_6,596
2,2_4,481
3,2_5,481.6
4,5_9,523.4
5,4_9,461
6,3_9,484
7,1_8,456.2
8,1_9,442.8
1,7_8,703
2,7_9,597.6
3,2_5,481.6
4,5_9,523.4
5,1_6,429.8
6,2_8,521
7,2_9,488.6
8,1_9,442.8
1,3_4,662
2,5_7,535
3,2_5,481.6
4,3_7,485
5,3_8,485.8
6,3_9,484
7,2_9,488.6
8,1_9,442.8
1,4_5,542.2
2,3_5,488.6
3,1_4,450.2
4,4_8,492.2
5,2_7,533.2
6,2_8,521
7,1_8,456.2
8,1_9,442.8
1,4_5,542.2
2,1_3,494.6
3,2_5,481.6
4,4_8,492.2
5,3_8,485.8
6,2_8,521
7,2_9,488.6
8,1_9,442.8
1,8_9,755.2
2,1_3,494.6
3,6_9,551.8
4,2_6,442.8
5,3_8,485.8
6,1_7,455
7,2_9,488.6
8,1_9,442.8
1,2_3,600.2
2,6_8,571.4
3,2_5,481.6
4,3_7,485
5,4_9,461
6,3_9,484
7,1_8,456.2
8,1_9,442.8
1,1_2,582.8
2,5_7,535
3,3_6,469.2
4,4_8,492.2
5,1_6,429.8
6,2_8,521
7,1_8,456.2
8,1_9,442.8
1,1_2,582.8
2,7_9,597.6
3,4_7,565.4
4,5_9,523.4
5,4_9,461
6,3_9,484
7,1_8,456.2
8,1_9,442.8
1,7_8,703
2,7_9,597.6
3,3_6,469.2
4,3_7,485
5,4_9,461
6,3_9,484
7,2_9,488.6
8,1_9,442.8
1,6_7,553.25
2,2_4,481
3,6_9,551.8
4,3_7,485
5,4_9,461
6,2_8,521
7,2_9,488.6
8,1_9,442.8
1,8_9,755.2
2,4_6,489.2
3,3_6,469.2
4,4_8,492.2
5,4_9,461
6,2_8,521
7,2_9,488.6
8,1_9,442.8
1,4_5,542.2
2,2_4,481
3,4_7,565.4
4,2_6,442.8
5,3_8,485.8
6,2_8,521
7,1_8,456.2
8,1_9,442.8
1,1_2,582.8
2,3_5,488.6
3,4_7,565.4
4,1_5,508.4
5,4_9,461
6,3_9,484
7,1_8,456.2
8,1_9,442.8
1,5_6,596
2,4_6,489.2
3,4_7,565.4
4,4_8,492.2
5,1_6,429.8
6,1_7,455
7,1_8,456.2
8,1_9,442.8
1,8_9,755.2
2,7_9,597.6
3,6_9,551.8
4,2_6,442.8
5,1_6,429.8
6,3_9,484
7,1_8,456.2
8,1_9,442.8
1,2_3,600.2
2,4_6,489.2
3,4_7,565.4
4,5_9,523.4
5,3_8,485.8
6,1_7,455
7,2_9,488.6
8,1_9,442.8
1,6_7,553.25
2,6_8,571.4
3,6_9,551.8
4,4_8,492.2
5,4_9,461
6,1_7,455
7,1_8,456.2
8,1_9,442.8
1,7_8,703
2,3_5,488.6
3,2_5,481.6
4,2_6,442.8
5,4_9,461
6,1_7,455
7,2_9,488.6
8,1_9,442.8
1,6_7,553.25
2,5_7,535
3,2_5,481.6
4,3_7,485
5,3_8,485.8
6,3_9,484
7,2_9,488.6
8,1_9,442.8
1,2_3,600.2
2,5_7,535
3,5_8,543.4
4,5_9,523.4
5,1_6,429.8
6,2_8,521
7,1_8,456.2
8,1_9,442.8
1,3_4,662
2,6_8,571.4
3,1_4,450.2
4,1_5,508.4
5,2_7,533.2
6,1_7,455
7,1_8,456.2
8,1_9,442.8
1,8_9,755.2
2,1_3,494.6
3,3_6,469.2
4,5_9,523.4
5,3_8,485.8
6,2_8,521
7,1_8,456.2
8,1_9,442.8
1,6_7,553.25
2,6_8,571.4
3,3_6,469.2
4,4_8,492.2
5,2_7,533.2
6,2_8,521
7,1_8,456.2
8,1_9,442.8
1,7_8,703
2,6_8,571.4
3,4_7,565.4
4,4_8,492.2
5,4_9,461
6,3_9,484
7,2_9,488.6
8,1_9,442.8
1,1_2,582.8
2,6_8,571.4
3,3_6,469.2
4,2_6,442.8
5,1_6,429.8
6,2_8,521
7,1_8,456.2
8,1_9,442.8
1,5_6,596
2,6_8,571.4
3,5_8,543.4
4,2_6,442.8
5,2_7,533.2
6,1_7,455
7,1_8,456.2
8,1_9,442.8
1,1_2,582.8
2,3_5,488.6
3,1_4,450.2
4,1_5,508.4
5,2_7,533.2
6,1_7,455
7,1_8,456.2
8,1_9,442.8
1,1_2,582.8
2,2_4,481
3,1_4,450.2
4,4_8,492.2
5,3_8,485.8
6,1_7,455
7,2_9,488.6
8,1_9,442.8
1,7_8,703
2,5_7,535
3,1_4,450.2
4,1_5,508.4
5,1_6,429.8
6,3_9,484
7,1_8,456.2
8,1_9,442.8
1,6_7,553.25
2,7_9,597.6
3,5_8,543.4
4,1_5,508.4
5,2_7,533.2
6,3_9,484
7,2_9,488.6
8,1_9,442.8
1,2_3,600.2
2,2_4,481
3,6_9,551.8
4,1_5,508.4
5,2_7,533.2
6,3_9,484
7,1_8,456.2
8,1_9,442.8
1,6_7,553.25
2,5_7,535
3,3_6,469.2
4,3_7,485
5,3_8,485.8
6,1_7,455
7,1_8,456.2
8,1_9,442.8
1,8_9,755.2
2,6_8,571.4
3,6_9,551.8
4,1_5,508.4
5,4_9,461
6,1_7,455
7,2_9,488.6
8,1_9,442.8
1,8_9,755.2
2,5_7,535
3,6_9,551.8
4,3_7,485
5,1_6,429.8
6,3_9,484
7,1_8,456.2
8,1_9,442.8
1,2_3,600.2
2,3_5,488.6
3,1_4,450.2
4,1_5,508.4
5,1_6,429.8
6,2_8,521
7,1_8,456.2
8,1_9,442.8
1,4_5,542.2
2,7_9,597.6
3,3_6,469.2
4,2_6,442.8
5,2_7,533.2
6,2_8,521
7,1_8,456.2
8,1_9,442.8
1,1_2,582.8
2,6_8,571.4
3,5_8,543.4
4,3_7,485
5,2_7,533.2
6,2_8,521
7,2_9,488.6
8,1_9,442.8
1,6_7,553.25
2,6_8,571.4
3,5_8,543.4
4,5_9,523.4
5,2_7,533.2
6,2_8,521
7,2_9,488.6
8,1_9,442.8
1,6_7,553.25
2,6_8,571.4
3,2_5,481.6
4,5_9,523.4
5,1_6,429.8
6,2_8,521
7,2_9,488.6
8,1_9,442.8
1,1_2,582.8
2,5_7,535
3,1_4,450.2
4,2_6,442.8
5,4_9,461
6,3_9,484
7,2_9,488.6
8,1_9,442.8
1,5_6,596
2,4_6,489.2
3,3_6,469.2
4,3_7,485
5,1_6,429.8
6,2_8,521
7,2_9,488.6
8,1_9,442.8
1,3_4,662
2,1_3,494.6
3,2_5,481.6
4,3_7,485
5,4_9,461
6,3_9,484
7,2_9,488.6
8,1_9,442.8
1,8_9,755.2
