distance,pair,value
1,5_6,550
2,7_9,723.5
3,5_8,685.667
4,2_6,490.4
5,3_8,557.8
6,3_9,569.8
7,1_8,521.6
8,1_9,506.8
1,4_5,678
2,6_8,641.4
3,4_7,555.4
4,4_8,506
5,3_8,557.8
6,1_7,543.2
7,2_9,532.2
8,1_9,506.8
1,6_7,628.6
2,7_9,723.5
3,6_9,701
4,1_5,479
5,3_8,557.8
6,3_9,569.8
7,1_8,521.6
8,1_9,506.8
1,8_9,774
2,3_5,568.6
3,1_4,491.2
4,3_7,562.4
5,2_7,530.4
6,3_9,569.8
7,2_9,532.2
8,1_9,506.8
1,6_7,628.6
2,3_5,568.6
3,1_4,491.2
4,2_6,490.4
5,1_6,477.8
6,3_9,569.8
7,1_8,521.6
8,1_9,506.8
1,1_2,450.8
2,7_9,723.5
3,1_4,491.2
4,4_8,506
5,3_8,557.8
6,1_7,543.2
7,2_9,532.2
8,1_9,506.8
1,7_8,564
2,7_9,723.5
3,3_6,503.6
4,3_7,562.4
5,4_9,601.2
6,3_9,569.8
7,1_8,521.6
8,1_9,506.8
1,6_7,628.6
2,4_6,649.2
3,1_4,491.2
4,5_9,639.25
5,1_6,477.8
6,3_9,569.8
7,1_8,521.6
8,1_9,506.8
1,8_9,774
2,2_4,587.75
3,6_9,701
4,3_7,562.4
5,2_7,530.4
6,1_7,543.2
7,1_8,521.6
8,1_9,506.8
1,3_4,616.5
2,4_6,649.2
3,4_7,555.4
4,2_6,490.4
5,1_6,477.8
6,2_8,538.6
7,1_8,521.6
8,1_9,506.8
1,8_9,774
2,2_4,587.75
3,3_6,503.6
4,4_8,506
5,3_8,557.8
6,1_7,543.2
7,2_9,532.2
8,1_9,506.8
1,5_6,550
2,3_5,568.6
3,5_8,685.667
4,3_7,562.4
5,3_8,557.8
6,2_8,538.6
7,1_8,521.6
8,1_9,506.8
1,8_9,774
2,7_9,723.5
3,6_9,701
4,1_5,479
5,1_6,477.8
6,1_7,543.2
7,2_9,532.2
8,1_9,506.8
1,7_8,564
2,2_4,587.75
3,5_8,685.667
4,5_9,639.25
5,4_9,601.2
6,3_9,569.8
7,2_9,532.2
8,1_9,506.8
1,5_6,550
2,5_7,607.25
3,6_9,701
4,1_5,479
5,4_9,601.2
6,2_8,538.6
7,1_8,521.6
8,1_9,506.8
1,3_4,616.5
2,7_9,723.5
3,3_6,503.6
4,3_7,562.4
5,4_9,601.2
6,2_8,538.6
7,2_9,532.2
8,1_9,506.8
1,6_7,628.6
2,3_5,568.6
3,4_7,555.4
4,4_8,506
5,1_6,477.8
6,1_7,543.2
7,1_8,521.6
8,1_9,506.8
1,1_2,450.8
2,1_3,546.2
3,2_5,529.2
4,4_8,506
5,1_6,477.8
6,3_9,569.8
7,1_8,521.6
8,1_9,506.8
1,8_9,774
2,3_5,568.6
3,3_6,503.6
4,2_6,490.4
5,4_9,601.2
6,1_7,543.2
7,1_8,521.6
8,1_9,506.8
1,1_2,450.8
2,1_3,546.2
3,4_7,555.4
4,4_8,506
5,1_6,477.8
6,3_9,569.8
7,1_8,521.6
8,1_9,506.8
1,8_9,774
2,6_8,641.4
3,6_9,701
4,3_7,562.4
5,4_9,601.2
6,1_7,543.2
7,2_9,532.2
8,1_9,506.8
1,7_8,564
2,2_4,587.75
3,4_7,555.4
4,3_7,562.4
5,3_8,557.8
6,3_9,569.8
7,1_8,521.6
8,1_9,506.8
1,4_5,678
2,7_9,723.5
3,2_5,529.2
4,2_6,490.4
5,3_8,557.8
6,2_8,538.6
7,2_9,532.2
8,1_9,506.8
1,2_3,578.75
2,3_5,568.6
3,1_4,491.2
4,2_6,490.4
5,1_6,477.8
6,1_7,543.2
7,1_8,521.6
8,1_9,506.8
1,5_6,550
2,1_3,546.2
3,3_6,503.6
4,2_6,490.4
5,4_9,601.2
6,2_8,538.6
7,2_9,532.2
8,1_9,506.8
1,2_3,578.75
2,7_9,723.5
3,1_4,491.2
4,3_7,562.4
5,3_8,557.8
6,3_9,569.8
7,2_9,532.2
8,1_9,506.8
1,6_7,628.6
2,3_5,568.6
3,6_9,701
4,5_9,639.25
5,2_7,530.4
6,1_7,543.2
7,1_8,521.6
8,1_9,506.8
1,1_2,450.8
2,3_5,568.6
3,3_6,503.6
4,2_6,490.4
5,2_7,530.4
6,1_7,543.2
7,2_9,532.2
8,1_9,506.8
1,6_7,628.6
2,6_8,641.4
3,3_6,503.6
4,3_7,562.4
5,4_9,601.2
6,3_9,569.8
7,1_8,521.6
8,1_9,506.8
1,6_7,628.6
2,2_4,587.75
3,3_6,503.6
4,2_6,490.4
5,1_6,477.8
6,1_7,543.2
7,1_8,521.6
8,1_9,506.8
1,8_9,774
2,5_7,607.25
3,6_9,701
4,2_6,490.4
5,3_8,557.8
6,3_9,569.8
7,1_8,521.6
8,1_9,506.8
1,3_4,616.5
2,2_4,587.75
3,4_7,555.4
4,2_6,490.4
5,1_6,477.8
6,1_7,543.2
7,1_8,521.6
8,1_9,506.8
1,4_5,678
2,1_3,546.2
3,6_9,701
4,5_9,639.25
5,2_7,530.4
6,2_8,538.6
7,2_9,532.2
8,1_9,506.8
1,2_3,578.75
2,3_5,568.6
3,3_6,503.6
4,5_9,639.25
5,4_9,601.2
6,2_8,538.6
7,1_8,521.6
8,1_9,506.8
1,1_2,450.8
2,1_3,546.2
3,5_8,685.667
4,1_5,479
5,4_9,601.2
6,1_7,543.2
7,2_9,532.2
8,1_9,506.8
1,3_4,616.5
2,5_7,607.25
3,5_8,685.667
4,1_5,479
5,3_8,557.8
6,2_8,538.6
7,2_9,532.2
8,1_9,506.8
1,8_9,774
2,7_9,723.5
3,4_7,555.4
4,5_9,639.25
5,2_7,530.4
6,1_7,543.2
7,2_9,532.2
8,1_9,506.8
1,8_9,774
2,2_4,587.75
3,5_8,685.667
4,5_9,639.25
5,3_8,557.8
6,3_9,569.8
7,1_8,521.6
8,1_9,506.8
1,8_9,774
2,4_6,649.2
3,2_5,529.2
4,2_6,490.4
5,2_7,530.4
6,3_9,569.8
7,1_8,521.6
8,1_9,506.8
1,1_2,450.8
2,7_9,723.5
3,4_7,555.4
4,3_7,562.4
5,3_8,557.8
6,3_9,569.8
