distance,pair,value
1,2_3,771.6
2,7_9,794
3,3_6,660.8
4,5_9,829.2
5,2_7,598.6
6,1_7,638
7,2_9,577.4
8,1_9,607
1,5_6,862.6
2,1_3,526
3,4_7,657.2
4,2_6,607
5,1_6,597.2
6,2_8,674.8
7,2_9,577.4
8,1_9,607
1,1_2,742.6
2,3_5,657.6
3,4_7,657.2
4,1_5,604.4
5,3_8,596.2
6,1_7,638
7,1_8,599
8,1_9,607
1,2_3,771.6
2,4_6,579.8
3,3_6,660.8
4,1_5,604.4
5,3_8,596.2
6,1_7,638
7,2_9,577.4
8,1_9,607
1,2_3,771.6
2,7_9,794
3,6_9,851.2
4,5_9,829.2
5,3_8,596.2
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,8_9,831.25
2,1_3,526
3,1_4,635.2
4,3_7,676.2
5,1_6,597.2
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,2_3,771.6
2,2_4,672.4
3,3_6,660.8
4,3_7,676.2
5,2_7,598.6
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,2_3,771.6
2,6_8,761.4
3,2_5,674.6
4,5_9,829.2
5,3_8,596.2
6,1_7,638
7,2_9,577.4
8,1_9,607
1,5_6,862.6
2,4_6,579.8
3,6_9,851.2
4,2_6,607
5,1_6,597.2
6,2_8,674.8
7,2_9,577.4
8,1_9,607
1,7_8,734.2
2,2_4,672.4
3,4_7,657.2
4,2_6,607
5,4_9,731.75
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,6_7,784.25
2,2_4,672.4
3,5_8,639.25
4,5_9,829.2
5,1_6,597.2
6,2_8,674.8
7,2_9,577.4
8,1_9,607
1,2_3,771.6
2,5_7,755.25
3,1_4,635.2
4,1_5,604.4
5,3_8,596.2
6,2_8,674.8
7,2_9,577.4
8,1_9,607
1,4_5,841
2,7_9,794
3,1_4,635.2
4,3_7,676.2
5,4_9,731.75
6,1_7,638
7,2_9,577.4
8,1_9,607
1,7_8,734.2
2,2_4,672.4
3,6_9,851.2
4,1_5,604.4
5,2_7,598.6
6,3_9,764.8
7,1_8,599
8,1_9,607
1,5_6,862.6
2,1_3,526
3,6_9,851.2
4,3_7,676.2
5,2_7,598.6
6,3_9,764.8
7,1_8,599
8,1_9,607
1,2_3,771.6
2,7_9,794
3,4_7,657.2
4,1_5,604.4
5,2_7,598.6
6,2_8,674.8
7,2_9,577.4
8,1_9,607
1,8_9,831.25
2,5_7,755.25
3,3_6,660.8
4,2_6,607
5,3_8,596.2
6,2_8,674.8
7,2_9,577.4
8,1_9,607
1,7_8,734.2
2,3_5,657.6
3,2_5,674.6
4,3_7,676.2
5,4_9,731.75
6,1_7,638
7,1_8,599
8,1_9,607
1,3_4,745
2,4_6,579.8
3,2_5,674.6
4,3_7,676.2
5,2_7,598.6
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,2_3,771.6
2,1_3,526
3,2_5,674.6
4,4_8,701.6
5,1_6,597.2
6,3_9,764.8
7,1_8,599
8,1_9,607
1,4_5,841
2,5_7,755.25
3,4_7,657.2
4,1_5,604.4
5,4_9,731.75
6,2_8,674.8
7,1_8,599
8,1_9,607
1,4_5,841
2,3_5,657.6
3,6_9,851.2
4,1_5,604.4
5,3_8,596.2
6,1_7,638
7,2_9,577.4
8,1_9,607
1,5_6,862.6
2,1_3,526
3,5_8,639.25
4,4_8,701.6
5,3_8,596.2
6,1_7,638
7,2_9,577.4
8,1_9,607
1,8_9,831.25
2,3_5,657.6
3,5_8,639.25
4,5_9,829.2
5,2_7,598.6
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,5_6,862.6
2,3_5,657.6
3,1_4,635.2
4,5_9,829.2
5,1_6,597.2
6,2_8,674.8
7,1_8,599
8,1_9,607
1,6_7,784.25
2,6_8,761.4
3,1_4,635.2
4,5_9,829.2
5,4_9,731.75
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,7_8,734.2
2,2_4,672.4
3,3_6,660.8
4,1_5,604.4
5,4_9,731.75
6,3_9,764.8
7,1_8,599
8,1_9,607
1,4_5,841
2,1_3,526
3,5_8,639.25
4,4_8,701.6
5,2_7,598.6
6,2_8,674.8
7,1_8,599
8,1_9,607
1,2_3,771.6
2,7_9,794
3,2_5,674.6
4,3_7,676.2
5,2_7,598.6
6,1_7,638
7,2_9,577.4
8,1_9,607
1,2_3,771.6
2,1_3,526
3,3_6,660.8
4,5_9,829.2
5,2_7,598.6
6,3_9,764.8
7,1_8,599
8,1_9,607
1,7_8,734.2
2,7_9,794
3,5_8,639.25
4,4_8,701.6
5,1_6,597.2
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,5_6,862.6
2,3_5,657.6
3,1_4,635.2
4,1_5,604.4
5,1_6,597.2
6,2_8,674.8
7,2_9,577.4
8,1_9,607
1,8_9,831.25
2,7_9,794
3,5_8,639.25
4,5_9,829.2
5,1_6,597.2
6,2_8,674.8
7,2_9,577.4
8,1_9,607
1,7_8,734.2
2,1_3,526
3,3_6,660.8
4,5_9,829.2
5,2_7,598.6
6,2_8,674.8
7,1_8,599
8,1_9,607
1,2_3,771.6
2,6_8,761.4
3,1_4,635.2
4,1_5,604.4
5,4_9,731.75
6,1_7,638
7,1_8,599
8,1_9,607
1,5_6,862.6
2,7_9,794
3,5_8,639.25
4,4_8,701.6
5,4_9,731.75
6,2_8,674.8
7,1_8,599
8,1_9,607
1,1_2,742.6
2,7_9,794
3,5_8,639.25
4,1_5,604.4
5,3_8,596.2
6,2_8,674.8
7,1_8,599
8,1_9,607
1,7_8,734.2
2,3_5,657.6
3,3_6,660.8
4,2_6,607
5,2_7,598.6
6,2_8,674.8
7,1_8,599
8,1_9,607
1,3_4,745
2,5_7,755.25
3,1_4,635.2
4,5_9,829.2
5,3_8,596.2
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,2_3,771.6
2,2_4,672.4
3,3_6,660.8
4,1_5,604.4
5,2_7,598.6
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,5_6,862.6
2,3_5,657.6
3,5_8,639.25
4,1_5,604.4
5,2_7,598.6
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,5_6,862.6
2,1_3,526
3,1_4,635.2
4,2_6,607
5,3_8,596.2
6,2_8,674.8
7,1_8,599
8,1_9,607
1,7_8,734.2
2,7_9,794
3,2_5,674.6
4,2_6,607
5,1_6,597.2
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,2_3,771.6
2,1_3,526
3,6_9,851.2
4,2_6,607
5,4_9,731.75
6,1_7,638
7,1_8,599
8,1_9,607
1,3_4,745
2,1_3,526
3,2_5,674.6
4,2_6,607
5,4_9,731.75
6,1_7,638
7,1_8,599
8,1_9,607
1,2_3,771.6
2,4_6,579.8
3,3_6,660.8
4,3_7,676.2
5,3_8,596.2
6,3_9,764.8
7,1_8,599
8,1_9,607
1,3_4,745
2,3_5,657.6
3,5_8,639.25
4,2_6,607
5,1_6,597.2
6,2_8,674.8
7,2_9,577.4
8,1_9,607
1,8_9,831.25
2,6_8,761.4
3,4_7,657.2
4,5_9,829.2
5,3_8,596.2
6,2_8,674.8
7,2_9,577.4
8,1_9,607
1,7_8,734.2
2,7_9,794
3,2_5,674.6
4,1_5,604.4
5,1_6,597.2
6,2_8,674.8
7,1_8,599
8,1_9,607
1,8_9,831.25
2,3_5,657.6
3,2_5,674.6
4,4_8,701.6
5,2_7,598.6
6,3_9,764.8
7,1_8,599
8,1_9,607
1,4_5,841
2,4_6,579.8
3,4_7,657.2
4,5_9,829.2
5,4_9,731.75
6,3_9,764.8
7,1_8,599
8,1_9,607
1,3_4,745
2,2_4,672.4
3,5_8,639.25
4,5_9,829.2
5,2_7,598.6
6,1_7,638
7,2_9,577.4
8,1_9,607
1,1_2,742.6
2,5_7,755.25
3,5_8,639.25
4,4_8,701.6
5,4_9,731.75
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,4_5,841
2,4_6,579.8
3,3_6,660.8
4,4_8,701.6
5,1_6,597.2
6,3_9,764.8
7,1_8,599
8,1_9,607
1,7_8,734.2
2,7_9,794
3,3_6,660.8
4,5_9,829.2
5,1_6,597.2
6,1_7,638
7,1_8,599
8,1_9,607
1,7_8,734.2
2,1_3,526
3,2_5,674.6
4,3_7,676.2
5,3_8,596.2
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,2_3,771.6
2,5_7,755.25
3,5_8,639.25
4,3_7,676.2
5,2_7,598.6
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,1_2,742.6
2,6_8,761.4
3,5_8,639.25
4,5_9,829.2
5,4_9,731.75
6,2_8,674.8
7,2_9,577.4
8,1_9,607
1,5_6,862.6
2,5_7,755.25
3,5_8,639.25
4,2_6,607
5,3_8,596.2
6,2_8,674.8
7,1_8,599
8,1_9,607
1,8_9,831.25
2,6_8,761.4
3,6_9,851.2
4,5_9,829.2
5,1_6,597.2
6,3_9,764.8
7,1_8,599
8,1_9,607
1,8_9,831.25
2,4_6,579.8
3,1_4,635.2
4,1_5,604.4
5,4_9,731.75
6,1_7,638
7,2_9,577.4
8,1_9,607
1,6_7,784.25
2,3_5,657.6
3,1_4,635.2
4,1_5,604.4
5,3_8,596.2
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,4_5,841
2,5_7,755.25
3,5_8,639.25
4,1_5,604.4
5,1_6,597.2
6,1_7,638
7,2_9,577.4
8,1_9,607
1,8_9,831.25
2,1_3,526
3,6_9,851.2
4,2_6,607
5,1_6,597.2
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,8_9,831.25
2,7_9,794
3,6_9,851.2
4,5_9,829.2
5,3_8,596.2
6,2_8,674.8
7,2_9,577.4
8,1_9,607
1,6_7,784.25
2,4_6,579.8
3,4_7,657.2
4,2_6,607
5,3_8,596.2
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,1_2,742.6
2,5_7,755.25
3,5_8,639.25
4,1_5,604.4
5,1_6,597.2
6,1_7,638
7,2_9,577.4
8,1_9,607
1,8_9,831.25
2,6_8,761.4
3,5_8,639.25
4,5_9,829.2
5,4_9,731.75
6,1_7,638
7,2_9,577.4
8,1_9,607
1,5_6,862.6
2,4_6,579.8
3,1_4,635.2
4,3_7,676.2
5,3_8,596.2
6,2_8,674.8
7,2_9,577.4
8,1_9,607
1,7_8,734.2
2,2_4,672.4
3,3_6,660.8
4,4_8,701.6
5,4_9,731.75
6,1_7,638
7,1_8,599
8,1_9,607
1,5_6,862.6
2,3_5,657.6
3,5_8,639.25
4,2_6,607
5,2_7,598.6
6,1_7,638
7,2_9,577.4
8,1_9,607
1,8_9,831.25
2,3_5,657.6
3,1_4,635.2
4,3_7,676.2
5,1_6,597.2
6,1_7,638
7,1_8,599
8,1_9,607
1,7_8,734.2
2,5_7,755.25
3,3_6,660.8
4,4_8,701.6
5,2_7,598.6
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,3_4,745
2,6_8,761.4
3,3_6,660.8
4,5_9,829.2
5,1_6,597.2
6,1_7,638
7,2_9,577.4
8,1_9,607
1,4_5,841
2,5_7,755.25
3,6_9,851.2
4,2_6,607
5,1_6,597.2
6,2_8,674.8
7,1_8,599
8,1_9,607
1,1_2,742.6
2,2_4,672.4
3,1_4,635.2
4,1_5,604.4
5,2_7,598.6
6,3_9,764.8
7,1_8,599
8,1_9,607
1,1_2,742.6
2,3_5,657.6
3,2_5,674.6
4,5_9,829.2
5,4_9,731.75
6,1_7,638
7,2_9,577.4
8,1_9,607
1,6_7,784.25
2,5_7,755.25
3,2_5,674.6
4,5_9,829.2
5,3_8,596.2
6,1_7,638
7,2_9,577.4
8,1_9,607
1,1_2,742.6
2,5_7,755.25
3,6_9,851.2
4,1_5,604.4
5,4_9,731.75
6,1_7,638
7,1_8,599
8,1_9,607
1,8_9,831.25
2,1_3,526
3,1_4,635.2
4,2_6,607
5,3_8,596.2
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,1_2,742.6
2,7_9,794
3,4_7,657.2
4,3_7,676.2
5,1_6,597.2
6,1_7,638
7,2_9,577.4
8,1_9,607
1,4_5,841
2,1_3,526
3,3_6,660.8
4,4_8,701.6
5,4_9,731.75
6,1_7,638
7,2_9,577.4
8,1_9,607
1,2_3,771.6
2,7_9,794
3,2_5,674.6
4,4_8,701.6
5,1_6,597.2
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,5_6,862.6
2,3_5,657.6
3,6_9,851.2
4,5_9,829.2
5,4_9,731.75
6,2_8,674.8
7,2_9,577.4
8,1_9,607
1,4_5,841
2,5_7,755.25
3,3_6,660.8
4,4_8,701.6
5,4_9,731.75
6,1_7,638
7,2_9,577.4
8,1_9,607
1,6_7,784.25
2,3_5,657.6
3,6_9,851.2
4,3_7,676.2
5,3_8,596.2
6,1_7,638
7,1_8,599
8,1_9,607
1,8_9,831.25
2,7_9,794
3,4_7,657.2
4,1_5,604.4
5,3_8,596.2
6,2_8,674.8
7,2_9,577.4
8,1_9,607
1,3_4,745
2,4_6,579.8
3,5_8,639.25
4,3_7,676.2
5,3_8,596.2
6,2_8,674.8
7,1_8,599
8,1_9,607
1,8_9,831.25
2,3_5,657.6
3,2_5,674.6
4,5_9,829.2
5,4_9,731.75
6,2_8,674.8
7,2_9,577.4
8,1_9,607
1,5_6,862.6
2,1_3,526
3,6_9,851.2
4,3_7,676.2
5,2_7,598.6
6,1_7,638
7,2_9,577.4
8,1_9,607
1,4_5,841
2,2_4,672.4
3,3_6,660.8
4,5_9,829.2
5,3_8,596.2
6,3_9,764.8
7,1_8,599
8,1_9,607
1,1_2,742.6
2,7_9,794
3,3_6,660.8
4,2_6,607
5,2_7,598.6
6,2_8,674.8
7,2_9,577.4
8,1_9,607
1,8_9,831.25
2,2_4,672.4
3,6_9,851.2
4,4_8,701.6
5,2_7,598.6
6,3_9,764.8
7,1_8,599
8,1_9,607
1,2_3,771.6
2,4_6,579.8
3,5_8,639.25
4,1_5,604.4
5,1_6,597.2
6,2_8,674.8
7,2_9,577.4
8,1_9,607
1,2_3,771.6
2,3_5,657.6
3,3_6,660.8
4,1_5,604.4
5,3_8,596.2
6,1_7,638
7,1_8,599
8,1_9,607
1,7_8,734.2
2,5_7,755.25
3,3_6,660.8
4,2_6,607
5,1_6,597.2
6,1_7,638
7,2_9,577.4
8,1_9,607
1,6_7,784.25
2,1_3,526
3,1_4,635.2
4,2_6,607
5,3_8,596.2
6,3_9,764.8
7,2_9,577.4
8,1_9,607
1,3_4,745
2,3_5,657.6
3,4_7,657.2
4,4_8,701.6
5,3_8,596.2
6,2_8,674.8
7,1_8,599
8,1_9,607
1,4_5,841
2,7_9,794
3,4_7,657.2
4,1_5,604.4
5,3_8,596.2
6,1_7,638
7,2_9,577.4
8,1_9,607
1,7_8,734.2
2,3_5,657.6
3,2_5,674.6
4,2_6,607
5,3_8,596.2
6,1_7,638
7,2_9,577.4
8,1_9,607
1,3_2,711.4
2,9_7,785.4
3,6_3,582.4
4,9_5,675
5,7_2,574.6
6,7_1,533.2
7,9_2,587.4
8,9_1,544.4
1,6_5,708.6
2,3_1,602.4
3,7_4,593
4,6_2,558.8
5,6_1,559.2
6,8_2,576.6
7,9_2,587.4
8,9_1,544.4
1,2_1,763.4
2,5_3,665.8
3,7_4,593
4,5_1,581.4
5,8_3,585.8
6,7_1,533.2
7,8_1,570
8,9_1,544.4
1,3_2,711.4
2,6_4,695.2
3,6_3,582.4
4,5_1,581.4
5,8_3,585.8
6,7_1,533.2
7,9_2,587.4
8,9_1,544.4
1,3_2,711.4
2,9_7,785.4
3,9_6,758.2
4,9_5,675
5,8_3,585.8
6,9_3,571.2
7,9_2,587.4
8,9_1,544.4
1,9_8,699.6
2,3_1,602.4
3,4_1,525.6
4,7_3,562.6
5,6_1,559.2
6,9_3,571.2
7,9_2,587.4
8,9_1,544.4
1,3_2,711.4
2,4_2,795.5
3,6_3,582.4
4,7_3,562.6
5,7_2,574.6
6,9_3,571.2
7,9_2,587.4
8,9_1,544.4
1,3_2,711.4
2,8_6,781.4
3,5_2,603.8
4,9_5,675
5,8_3,585.8
6,7_1,533.2
7,9_2,587.4
8,9_1,544.4
1,6_5,708.6
2,6_4,695.2
3,9_6,758.2
4,6_2,558.8
5,6_1,559.2
6,8_2,576.6
7,9_2,587.4
8,9_1,544.4
1,8_7,705.333
2,4_2,795.5
3,7_4,593
4,6_2,558.8
5,9_4,573.6
6,9_3,571.2
7,9_2,587.4
8,9_1,544.4
1,7_6,741.2
2,4_2,795.5
3,8_5,610
4,9_5,675
5,6_1,559.2
6,8_2,576.6
7,9_2,587.4
8,9_1,544.4
1,3_2,711.4
2,7_5,598.4
3,4_1,525.6
4,5_1,581.4
5,8_3,585.8
6,8_2,576.6
7,9_2,587.4
8,9_1,544.4
1,5_4,759
2,9_7,785.4
3,4_1,525.6
4,7_3,562.6
5,9_4,573.6
