distance,pair,value
1,1_2,628.4
2,2_4,678
3,6_9,812
4,1_5,610.4
5,4_9,783.2
6,3_9,686.25
7,2_9,699.8
8,1_9,647.2
1,5_6,869.6
2,1_3,735
3,4_7,681.6
4,3_7,749
5,3_8,575.5
6,1_7,610.6
7,1_8,696.6
8,1_9,647.2
1,4_5,859.2
2,1_3,735
3,6_9,812
4,1_5,610.4
5,1_6,607
6,3_9,686.25
7,2_9,699.8
8,1_9,647.2
1,2_3,731
2,6_8,786
3,2_5,592.4
4,3_7,749
5,2_7,602.4
6,2_8,734.4
7,1_8,696.6
8,1_9,647.2
1,6_7,985
2,1_3,735
3,6_9,812
4,2_6,726.6
5,3_8,575.5
6,1_7,610.6
7,2_9,699.8
8,1_9,647.2
1,2_3,731
2,3_5,659
3,6_9,812
4,3_7,749
5,1_6,607
6,1_7,610.6
7,1_8,696.6
8,1_9,647.2
1,4_5,859.2
2,6_8,786
3,5_8,926
4,4_8,839.2
5,3_8,575.5
6,2_8,734.4
7,1_8,696.6
8,1_9,647.2
1,4_5,859.2
2,5_7,746.2
3,2_5,592.4
4,2_6,726.6
5,3_8,575.5
6,2_8,734.4
7,2_9,699.8
8,1_9,647.2
1,5_6,869.6
2,3_5,659
3,4_7,681.6
4,4_8,839.2
5,2_7,602.4
6,3_9,686.25
7,2_9,699.8
8,1_9,647.2
1,3_4,809.4
2,7_9,894
3,2_5,592.4
4,1_5,610.4
5,2_7,602.4
6,3_9,686.25
7,1_8,696.6
8,1_9,647.2
1,1_2,628.4
2,1_3,735
3,5_8,926
4,3_7,749
5,1_6,607
6,1_7,610.6
7,1_8,696.6
8,1_9,647.2
1,8_9,807
2,7_9,894
3,3_6,698.8
4,2_6,726.6
5,1_6,607
6,2_8,734.4
7,1_8,696.6
8,1_9,647.2
1,8_9,807
2,7_9,894
3,5_8,926
4,3_7,749
5,4_9,783.2
6,1_7,610.6
7,2_9,699.8
8,1_9,647.2
1,3_4,809.4
2,4_6,759.25
3,4_7,681.6
4,4_8,839.2
5,2_7,602.4
6,1_7,610.6
7,2_9,699.8
8,1_9,647.2
1,5_6,869.6
2,2_4,678
3,4_7,681.6
4,4_8,839.2
5,2_7,602.4
6,3_9,686.25
7,2_9,699.8
8,1_9,647.2
1,4_5,859.2
2,2_4,678
3,2_5,592.4
4,3_7,749
5,2_7,602.4
6,1_7,610.6
7,1_8,696.6
8,1_9,647.2
1,3_4,809.4
2,7_9,894
3,4_7,681.6
4,4_8,839.2
5,1_6,607
6,2_8,734.4
7,1_8,696.6
8,1_9,647.2
1,3_4,809.4
2,2_4,678
3,6_9,812
4,1_5,610.4
5,1_6,607
6,3_9,686.25
7,2_9,699.8
8,1_9,647.2
1,4_5,859.2
2,6_8,786
3,1_4,638.6
4,5_9,757
5,2_7,602.4
6,1_7,610.6
7,2_9,699.8
8,1_9,647.2
1,8_9,807
2,3_5,659
3,1_4,638.6
4,1_5,610.4
5,4_9,783.2
6,2_8,734.4
7,2_9,699.8
8,1_9,647.2
1,6_7,985
2,5_7,746.2
3,3_6,698.8
4,2_6,726.6
5,4_9,783.2
6,2_8,734.4
7,1_8,696.6
8,1_9,647.2
1,3_4,809.4
2,4_6,759.25
3,1_4,638.6
4,1_5,610.4
5,3_8,575.5
6,1_7,610.6
7,2_9,699.8
8,1_9,647.2
1,7_8,984
2,2_4,678
3,1_4,638.6
4,1_5,610.4
5,1_6,607
6,3_9,686.25
7,2_9,699.8
8,1_9,647.2
1,4_5,859.2
2,1_3,735
3,5_8,926
4,4_8,839.2
5,3_8,575.5
6,2_8,734.4
7,1_8,696.6
8,1_9,647.2
1,8_9,807
2,5_7,746.2
3,2_5,592.4
4,1_5,610.4
5,4_9,783.2
6,2_8,734.4
7,1_8,696.6
8,1_9,647.2
1,3_4,809.4
2,2_4,678
3,5_8,926
4,4_8,839.2
5,2_7,602.4
6,2_8,734.4
7,2_9,699.8
8,1_9,647.2
1,3_4,809.4
2,6_8,786
3,3_6,698.8
4,5_9,757
5,3_8,575.5
6,3_9,686.25
7,2_9,699.8
8,1_9,647.2
1,7_8,984
2,4_6,759.25
3,6_9,812
4,5_9,757
5,3_8,575.5
6,3_9,686.25
7,1_8,696.6
8,1_9,647.2
1,5_6,869.6
2,3_5,659
3,6_9,812
4,2_6,726.6
5,2_7,602.4
6,1_7,610.6
7,1_8,696.6
8,1_9,647.2
1,6_7,985
2,5_7,746.2
3,6_9,812
4,3_7,749
5,1_6,607
6,3_9,686.25
7,1_8,696.6
8,1_9,647.2
1,5_6,869.6
2,1_3,735
3,1_4,638.6
4,4_8,839.2
5,4_9,783.2
6,2_8,734.4
7,1_8,696.6
8,1_9,647.2
1,3_4,809.4
2,7_9,894
3,4_7,681.6
4,3_7,749
5,3_8,575.5
6,3_9,686.25
7,2_9,699.8
8,1_9,647.2
1,7_8,984
2,4_6,759.25
3,2_5,592.4
4,3_7,749
5,4_9,783.2
6,2_8,734.4
7,1_8,696.6
8,1_9,647.2
1,6_7,985
2,5_7,746.2
3,6_9,812
4,2_6,726.6
5,4_9,783.2
6,3_9,686.25
7,1_8,696.6
8,1_9,647.2
1,4_5,859.2
2,7_9,894
3,5_8,926
4,5_9,757
5,4_9,783.2
6,2_8,734.4
7,1_8,696.6
8,1_9,647.2
1,4_5,859.2
2,6_8,786
3,1_4,638.6
4,3_7,749
5,4_9,783.2
6,1_7,610.6
7,1_8,696.6
8,1_9,647.2
1,5_6,869.6
2,2_4,678
3,5_8,926
4,5_9,757
5,2_7,602.4
6,3_9,686.25
7,2_9,699.8
8,1_9,647.2
1,2_3,731
2,6_8,786
3,5_8,926
4,1_5,610.4
5,4_9,783.2
6,3_9,686.25
7,2_9,699.8
8,1_9,647.2
1,8_9,807
2,2_4,678
3,5_8,926
4,1_5,610.4
5,3_8,575.5
6,2_8,734.4
7,1_8,696.6
8,1_9,647.2
1,3_4,809.4
2,5_7,746.2
3,2_5,592.4
4,5_9,757
5,2_7,602.4
6,3_9,686.25
7,2_9,699.8
8,1_9,647.2
1,6_7,985
2,7_9,894
3,4_7,681.6
4,4_8,839.2
5,1_6,607
6,2_8,734.4
7,1_8,696.6
8,1_9,647.2
1,1_2,628.4
2,7_9,894
3,5_8,926
4,4_8,839.2
5,3_8,575.5
6,1_7,610.6
7,1_8,696.6
8,1_9,647.2
1,3_4,809.4
2,2_4,678
3,5_8,926
4,3_7,749
5,4_9,783.2
6,1_7,610.6
7,2_9,699.8
8,1_9,647.2
1,4_5,859.2
2,4_6,759.25
3,2_5,592.4
4,5_9,757
5,2_7,602.4
6,2_8,734.4
7,2_9,699.8
8,1_9,647.2
1,5_6,869.6
2,1_3,735
3,4_7,681.6
4,2_6,726.6
5,2_7,602.4
6,2_8,734.4
7,1_8,696.6
