distance,pair,value
1,8_9,677.5
2,1_3,556.4
3,4_7,738.6
4,4_8,745
5,3_8,637.4
6,2_8,598
7,2_9,611
8,1_9,519.4
1,2_3,583.4
2,5_7,631
3,6_9,728
4,2_6,583.6
5,4_9,551.6
6,1_7,542
7,1_8,631.6
8,1_9,519.4
1,3_4,600.4
2,1_3,556.4
3,6_9,728
4,5_9,758.8
5,2_7,500
6,2_8,598
7,2_9,611
8,1_9,519.4
1,5_6,588.6
2,5_7,631
3,3_6,685.4
4,3_7,599.2
5,1_6,568.2
6,2_8,598
7,2_9,611
8,1_9,519.4
1,4_5,695
2,3_5,597.2
3,5_8,662
4,3_7,599.2
5,1_6,568.2
6,3_9,503.25
7,1_8,631.6
8,1_9,519.4
1,2_3,583.4
2,4_6,672.4
3,4_7,738.6
4,2_6,583.6
5,3_8,637.4
6,2_8,598
7,1_8,631.6
8,1_9,519.4
1,3_4,600.4
2,1_3,556.4
3,1_4,542.4
4,2_6,583.6
5,3_8,637.4
6,3_9,503.25
7,1_8,631.6
8,1_9,519.4
1,1_2,636.6
2,3_5,597.2
3,1_4,542.4
4,2_6,583.6
5,3_8,637.4
6,3_9,503.25
7,1_8,631.6
8,1_9,519.4
1,2_3,583.4
2,3_5,597.2
3,3_6,685.4
4,2_6,583.6
5,1_6,568.2
6,3_9,503.25
7,2_9,611
8,1_9,519.4
1,1_2,636.6
2,2_4,626.2
3,2_5,545
4,3_7,599.2
5,4_9,551.6
6,2_8,598
7,2_9,611
8,1_9,519.4
1,1_2,636.6
2,7_9,707.4
3,1_4,542.4
4,1_5,492.6
5,3_8,637.4
6,1_7,542
7,2_9,611
8,1_9,519.4
1,5_6,588.6
2,3_5,597.2
3,4_7,738.6
4,1_5,492.6
5,3_8,637.4
6,1_7,542
7,1_8,631.6
8,1_9,519.4
1,7_8,699
2,2_4,626.2
3,3_6,685.4
4,4_8,745
5,2_7,500
6,3_9,503.25
7,2_9,611
8,1_9,519.4
1,5_6,588.6
2,6_8,767.4
3,3_6,685.4
4,1_5,492.6
5,2_7,500
6,1_7,542
7,2_9,611
8,1_9,519.4
1,1_2,636.6
2,7_9,707.4
3,5_8,662
4,1_5,492.6
5,4_9,551.6
6,1_7,542
7,1_8,631.6
8,1_9,519.4
1,8_9,677.5
2,4_6,672.4
3,2_5,545
4,4_8,745
5,3_8,637.4
6,2_8,598
7,2_9,611
8,1_9,519.4
1,3_4,600.4
2,2_4,626.2
3,5_8,662
4,1_5,492.6
5,2_7,500
6,1_7,542
7,1_8,631.6
8,1_9,519.4
1,4_5,695
2,4_6,672.4
3,2_5,545
4,4_8,745
5,4_9,551.6
6,2_8,598
7,1_8,631.6
8,1_9,519.4
1,7_8,699
2,3_5,597.2
3,3_6,685.4
4,1_5,492.6
5,3_8,637.4
6,2_8,598
7,2_9,611
8,1_9,519.4
1,2_3,583.4
2,6_8,767.4
3,4_7,738.6
4,4_8,745
5,4_9,551.6
6,2_8,598
7,1_8,631.6
8,1_9,519.4
1,4_5,695
2,3_5,597.2
3,1_4,542.4
4,3_7,599.2
5,1_6,568.2
6,1_7,542
7,2_9,611
8,1_9,519.4
1,3_4,600.4
2,5_7,631
3,2_5,545
4,1_5,492.6
5,2_7,500
6,3_9,503.25
7,1_8,631.6
8,1_9,519.4
1,8_9,677.5
2,3_5,597.2
3,6_9,728
4,3_7,599.2
5,1_6,568.2
6,1_7,542
7,2_9,611
8,1_9,519.4
1,7_8,699
2,5_7,631
3,6_9,728
4,1_5,492.6
5,4_9,551.6
6,3_9,503.25
7,2_9,611
8,1_9,519.4
1,7_8,699
2,4_6,672.4
3,2_5,545
4,2_6,583.6
5,3_8,637.4
6,1_7,542
7,2_9,611
8,1_9,519.4
1,8_9,677.5
2,5_7,631
3,1_4,542.4
4,1_5,492.6
5,3_8,637.4
6,1_7,542
7,2_9,611
8,1_9,519.4
1,3_4,600.4
2,1_3,556.4
3,6_9,728
4,1_5,492.6
5,4_9,551.6
6,2_8,598
7,2_9,611
8,1_9,519.4
1,6_7,769
2,3_5,597.2
3,3_6,685.4
4,3_7,599.2
5,4_9,551.6
6,3_9,503.25
7,1_8,631.6
8,1_9,519.4
1,5_6,588.6
2,7_9,707.4
3,6_9,728
4,2_6,583.6
5,4_9,551.6
6,2_8,598
7,2_9,611
8,1_9,519.4
1,8_9,677.5
2,7_9,707.4
3,3_6,685.4
4,3_7,599.2
5,4_9,551.6
6,1_7,542
7,1_8,631.6
8,1_9,519.4
1,7_8,699
2,3_5,597.2
3,2_5,545
4,4_8,745
5,3_8,637.4
6,2_8,598
7,1_8,631.6
8,1_9,519.4
1,3_4,600.4
2,2_4,626.2
3,6_9,728
4,1_5,492.6
5,1_6,568.2
6,2_8,598
7,1_8,631.6
8,1_9,519.4
1,8_9,677.5
2,4_6,672.4
3,3_6,685.4
4,1_5,492.6
5,3_8,637.4
6,3_9,503.25
7,1_8,631.6
8,1_9,519.4
1,1_2,636.6
2,7_9,707.4
3,6_9,728
4,2_6,583.6
5,4_9,551.6
6,1_7,542
7,2_9,611
8,1_9,519.4
1,3_4,600.4
2,1_3,556.4
3,6_9,728
4,4_8,745
5,3_8,637.4
6,2_8,598
7,1_8,631.6
8,1_9,519.4
1,7_8,699
2,1_3,556.4
3,6_9,728
4,5_9,758.8
5,4_9,551.6
6,1_7,542
7,1_8,631.6
8,1_9,519.4
1,8_9,677.5
2,3_5,597.2
3,1_4,542.4
4,2_6,583.6
5,3_8,637.4
6,3_9,503.25
7,2_9,611
8,1_9,519.4
1,8_9,677.5
2,3_5,597.2
3,5_8,662
4,1_5,492.6
5,3_8,637.4
6,1_7,542
7,1_8,631.6
8,1_9,519.4
1,4_5,695
2,2_4,626.2
3,5_8,662
4,5_9,758.8
5,3_8,637.4
6,3_9,503.25
7,2_9,611
8,1_9,519.4
1,4_5,695
2,4_6,672.4
3,6_9,728
4,4_8,745
5,4_9,551.6
6,1_7,542
7,2_9,611
8,1_9,519.4
1,4_5,695
2,5_7,631
3,1_4,542.4
4,3_7,599.2
5,1_6,568.2
6,2_8,598
7,2_9,611
8,1_9,519.4
1,4_5,695
2,2_4,626.2
3,6_9,728
4,3_7,599.2
5,3_8,637.4
6,1_7,542
7,2_9,611
8,1_9,519.4
1,6_7,769
2,3_5,597.2
3,2_5,545
4,4_8,745
5,4_9,551.6
6,1_7,542
7,1_8,631.6
8,1_9,519.4
1,1_2,636.6
2,5_7,631
3,2_5,545
4,3_7,599.2
5,2_7,500
6,3_9,503.25
7,1_8,631.6
8,1_9,519.4
1,4_5,695
2,2_4,626.2
3,4_7,738.6
4,4_8,745
5,4_9,551.6
6,3_9,503.25
7,1_8,631.6
8,1_9,519.4
1,8_9,677.5
2,6_8,767.4
3,6_9,728
4,1_5,492.6
5,4_9,551.6
6,2_8,598
7,1_8,631.6
8,1_9,519.4
1,4_5,695
2,2_4,626.2
3,6_9,728
4,4_8,745
5,4_9,551.6
6,2_8,598
7,2_9,611
8,1_9,519.4
1,8_9,677.5
2,1_3,556.4
3,5_8,662
4,2_6,583.6
5,2_7,500
6,3_9,503.25
7,1_8,631.6
8,1_9,519.4
1,1_2,636.6
2,2_4,626.2
3,4_7,738.6
4,5_9,758.8
5,2_7,500
6,2_8,598
7,2_9,611
8,1_9,519.4
1,4_5,695
2,1_3,556.4
3,2_5,545
4,3_7,599.2
5,2_7,500
6,1_7,542
7,2_9,611
8,1_9,519.4
1,4_5,695
2,7_9,707.4
3,3_6,685.4
4,3_7,599.2
5,1_6,568.2
6,1_7,542
7,1_8,631.6
8,1_9,519.4
1,7_8,699
2,7_9,707.4
3,6_9,728
4,5_9,758.8
5,1_6,568.2
6,1_7,542
7,1_8,631.6
8,1_9,519.4
1,5_6,588.6
2,3_5,597.2
3,5_8,662
4,1_5,492.6
5,4_9,551.6
6,1_7,542
7,2_9,611
8,1_9,519.4
1,6_7,769
2,7_9,707.4
3,1_4,542.4
4,2_6,583.6
5,2_7,500
6,2_8,598
7,1_8,631.6
8,1_9,519.4
1,3_4,600.4
2,3_5,597.2
3,3_6,685.4
4,1_5,492.6
5,3_8,637.4
6,2_8,598
7,2_9,611
8,1_9,519.4
1,4_5,695
2,7_9,707.4
3,4_7,738.6
4,5_9,758.8
5,4_9,551.6
6,3_9,503.25
7,1_8,631.6
8,1_9,519.4
1,8_9,677.5
2,3_5,597.2
3,6_9,728
4,1_5,492.6
5,3_8,637.4
6,2_8,598
7,1_8,631.6
8,1_9,519.4
1,5_6,588.6
2,4_6,672.4
3,4_7,738.6
4,1_5,492.6
5,2_7,500
6,2_8,598
7,1_8,631.6
8,1_9,519.4
1,4_5,695
2,1_3,556.4
3,6_9,728
4,5_9,758.8
5,4_9,551.6
6,2_8,598
7,2_9,611
8,1_9,519.4
1,6_7,769
2,3_5,597.2
3,2_5,545
4,1_5,492.6
5,1_6,568.2
6,3_9,503.25
7,1_8,631.6
8,1_9,519.4
1,7_8,699
2,5_7,631
3,2_5,545
4,3_7,599.2
5,2_7,500
6,3_9,503.25
7,2_9,611
8,1_9,519.4
1,7_8,699
2,2_4,626.2
3,3_6,685.4
4,1_5,492.6
5,4_9,551.6
6,2_8,598
7,2_9,611
8,1_9,519.4
1,3_4,600.4
2,1_3,556.4
3,1_4,542.4
4,4_8,745
5,2_7,500
6,3_9,503.25
7,1_8,631.6
8,1_9,519.4
1,2_3,583.4
2,2_4,626.2
3,6_9,728
4,4_8,745
5,2_7,500
6,1_7,542
7,2_9,611
8,1_9,519.4
1,1_2,636.6
2,1_3,556.4
3,4_7,738.6
4,3_7,599.2
5,4_9,551.6
6,1_7,542
7,1_8,631.6
8,1_9,519.4
1,7_8,699
2,4_6,672.4
3,4_7,738.6
4,2_6,583.6
5,4_9,551.6
6,3_9,503.25
7,1_8,631.6
8,1_9,519.4
1,5_6,588.6
2,3_5,597.2
3,2_5,545
4,5_9,758.8
5,3_8,637.4
6,2_8,598
7,2_9,611
8,1_9,519.4
1,4_5,695
2,7_9,707.4
3,1_4,542.4
4,1_5,492.6
5,1_6,568.2
6,1_7,542
7,1_8,631.6
8,1_9,519.4
1,1_2,636.6
2,4_6,672.4
3,6_9,728
4,5_9,758.8
5,1_6,568.2
6,1_7,542
7,2_9,611
8,1_9,519.4
1,8_9,677.5
2,2_4,626.2
3,5_8,662
4,2_6,583.6
5,3_8,637.4
6,2_8,598
7,2_9,611
8,1_9,519.4
1,4_5,695
2,1_3,556.4
3,5_8,662
4,3_7,599.2
5,2_7,500
6,2_8,598
7,2_9,611
8,1_9,519.4
1,6_7,769
2,4_6,672.4
3,6_9,728
4,2_6,583.6
5,2_7,500
6,3_9,503.25
7,1_8,631.6
8,1_9,519.4
