distance,pair,value
1,7_8,681.8
2,5_7,520
3,3_6,484
4,5_9,511.4
5,4_9,525.6
6,2_8,464.6
7,1_8,409.2
8,1_9,414.4
1,7_8,681.8
2,3_5,467.4
3,5_8,561.6
4,4_8,470
5,2_7,477.4
6,3_9,498.6
7,1_8,409.2
8,1_9,414.4
1,1_2,523.4
2,5_7,520
3,2_5,482.8
4,2_6,444.6
5,1_6,391
6,1_7,408.8
7,1_8,409.2
8,1_9,414.4
1,1_2,523.4
2,3_5,467.4
3,3_6,484
4,1_5,427
5,4_9,525.6
6,1_7,408.8
7,1_8,409.2
8,1_9,414.4
1,3_4,512.8
2,4_6,585.2
3,3_6,484
4,4_8,470
5,1_6,391
6,3_9,498.6
7,2_9,451.8
8,1_9,414.4
1,8_9,701.75
2,3_5,467.4
3,2_5,482.8
4,1_5,427
5,2_7,477.4
6,2_8,464.6
7,1_8,409.2
8,1_9,414.4
1,8_9,701.75
2,6_8,583.5
3,4_7,571.2
4,3_7,473.2
5,2_7,477.4
6,2_8,464.6
7,2_9,451.8
8,1_9,414.4
1,8_9,701.75
2,5_7,520
3,1_4,443.4
4,3_7,473.2
5,4_9,525.6
6,3_9,498.6
7,1_8,409.2
8,1_9,414.4
1,1_2,523.4
2,5_7,520
3,6_9,566
4,4_8,470
5,3_8,484.6
6,2_8,464.6
7,1_8,409.2
8,1_9,414.4
1,5_6,582
2,5_7,520
3,4_7,571.2
4,4_8,470
5,4_9,525.6
6,3_9,498.6
7,1_8,409.2
8,1_9,414.4
1,3_4,512.8
2,3_5,467.4
3,4_7,571.2
4,4_8,470
5,2_7,477.4
6,1_7,408.8
7,2_9,451.8
8,1_9,414.4
1,3_4,512.8
2,3_5,467.4
3,2_5,482.8
4,4_8,470
5,3_8,484.6
6,1_7,408.8
7,2_9,451.8
8,1_9,414.4
1,3_4,512.8
2,3_5,467.4
3,2_5,482.8
4,2_6,444.6
5,4_9,525.6
6,1_7,408.8
7,2_9,451.8
8,1_9,414.4
1,5_6,582
2,7_9,641
3,1_4,443.4
4,5_9,511.4
5,1_6,391
