distance,pair,value
1,1_2,556.2
2,3_5,542.4
3,4_7,562
4,4_8,552.2
5,4_9,565.8
6,3_9,467.4
7,2_9,511.4
8,1_9,464.2
1,1_2,556.2
2,6_8,660
3,6_9,664.2
4,1_5,485
5,3_8,489.8
6,1_7,461.2
7,2_9,511.4
8,1_9,464.2
1,4_5,601.8
2,3_5,542.4
3,5_8,501.8
4,3_7,518.4
5,4_9,565.8
6,1_7,461.2
7,1_8,508
8,1_9,464.2
1,5_6,568.75
2,7_9,530.8
3,2_5,536
4,1_5,485
5,4_9,565.8
6,2_8,510
7,1_8,508
8,1_9,464.2
1,3_4,549.2
2,2_4,504
3,1_4,534.4
4,2_6,520.8
5,3_8,489.8
6,3_9,467.4
7,2_9,511.4
8,1_9,464.2
1,4_5,601.8
2,4_6,579.4
3,3_6,529
4,2_6,520.8
5,1_6,516.6
6,2_8,510
7,1_8,508
8,1_9,464.2
1,4_5,601.8
2,4_6,579.4
3,6_9,664.2
4,1_5,485
5,1_6,516.6
6,3_9,467.4
7,1_8,508
8,1_9,464.2
1,8_9,638.2
2,4_6,579.4
3,6_9,664.2
4,3_7,518.4
5,4_9,565.8
6,3_9,467.4
7,2_9,511.4
8,1_9,464.2
1,3_4,549.2
2,3_5,542.4
3,2_5,536
4,5_9,584.6
5,2_7,536.4
6,1_7,461.2
7,2_9,511.4
8,1_9,464.2
1,8_9,638.2
2,4_6,579.4
3,6_9,664.2
4,2_6,520.8
5,1_6,516.6
6,3_9,467.4
7,2_9,511.4
8,1_9,464.2
1,5_6,568.75
2,7_9,530.8
3,5_8,501.8
4,2_6,520.8
5,4_9,565.8
6,1_7,461.2
7,2_9,511.4
8,1_9,464.2
1,1_2,556.2
2,6_8,660
3,2_5,536
4,4_8,552.2
5,2_7,536.4
6,3_9,467.4
7,1_8,508
8,1_9,464.2
1,6_7,645
2,5_7,501.8
3,4_7,562
4,5_9,584.6
5,1_6,516.6
6,1_7,461.2
7,1_8,508
8,1_9,464.2
1,1_2,556.2
2,7_9,530.8
3,1_4,534.4
4,2_6,520.8
5,3_8,489.8
6,3_9,467.4
7,1_8,508
8,1_9,464.2
1,5_6,568.75
2,1_3,555.8
3,6_9,664.2
4,2_6,520.8
5,1_6,516.6
6,3_9,467.4
7,2_9,511.4
8,1_9,464.2
1,6_7,645
2,2_4,504
3,1_4,534.4
4,3_7,518.4
5,2_7,536.4
6,3_9,467.4
7,1_8,508
8,1_9,464.2
1,5_6,568.75
2,3_5,542.4
3,3_6,529
4,3_7,518.4
5,2_7,536.4
6,1_7,461.2
7,1_8,508
8,1_9,464.2
1,3_4,549.2
2,3_5,542.4
3,4_7,562
4,1_5,485
5,1_6,516.6
6,3_9,467.4
7,1_8,508
8,1_9,464.2
1,3_4,549.2
2,4_6,579.4
3,3_6,529
4,4_8,552.2
5,2_7,536.4
6,3_9,467.4
7,1_8,508
8,1_9,464.2
1,2_3,573.2
2,4_6,579.4
3,2_5,536
4,2_6,520.8
5,3_8,489.8
6,3_9,467.4
7,2_9,511.4
8,1_9,464.2
1,8_9,638.2
2,1_3,555.8
3,3_6,529
4,3_7,518.4
5,3_8,489.8
6,3_9,467.4
7,1_8,508
8,1_9,464.2
1,2_3,573.2
2,6_8,660
3,4_7,562
4,3_7,518.4
5,2_7,536.4
6,3_9,467.4
7,1_8,508
8,1_9,464.2
1,6_7,645
2,4_6,579.4
3,6_9,664.2
4,1_5,485
5,1_6,516.6
6,2_8,510
7,1_8,508
8,1_9,464.2
1,3_4,549.2
2,7_9,530.8
3,3_6,529
4,5_9,584.6
5,4_9,565.8
6,1_7,461.2
7,2_9,511.4
